indice;id;protocoloRN;siglaTribunal;grau;grau_valido;classeProcessual;classeProcessual_valida;numero;numero_valido;faseProcessual;segmentoJustica;assuntos;assuntos_count;assuntos_validos;assuntos_invalidos;assuntos_invalidos_count;dataAjuizamento;dataAjuizamento_parsed;dataAjuizamento_valida;millisInsercao;millisInsercao_parsed;orgaoJulgador_codigoOrgao;orgaoJulgador_valido;codigoLocalidade;codigoLocalidade_valido;nivelSigilo;procEl;procEl_valido;dscSistema;dscSistema_valido;polo_at_count;polo_at_fisica_count;polo_at_fisica_documento_count;polo_at_fisica_documento_valido_count;polo_at_fisica_sem_nome_count;polo_at_fisica_sem_sexo_count;polo_at_fisica_sem_dataNascimento_count;polo_at_fisica_sexo_array;polo_at_juridica_count;polo_at_juridica_documento_count;polo_at_juridica_documento_valido_count;polo_at_autoridade_count;polo_at_orgaorepresentacao_count;polo_pa_count;polo_pa_fisica_count;polo_pa_fisica_documento_count;polo_pa_fisica_documento_valido_count;polo_pa_fisica_sem_nome_count;polo_pa_fisica_sem_sexo_count;polo_pa_fisica_sem_dataNascimento_count;polo_pa_fisica_sexo_array;polo_pa_juridica_count;polo_pa_juridica_documento_count;polo_pa_juridica_documento_valido_count;polo_pa_autoridade_count;polo_pa_orgaorepresentacao_count;polo_vi_count;polo_vi_fisica_count;polo_vi_juridica_count;polo_vi_autoridade_count;polo_vi_orgaorepresentacao_count;mov_count;mov_count_invalido;mov_array_invalido;mov_exige_complemento_count;mov_exige_complemento_sem_complemento;mov_exige_complemento_count_invalido;mov_exige_complemento_array_invalido;mov_dataHora_count_invalido;mov_magistradoProlator_count;mov_magistradoProlator_count_invalido;mov_ultimo_nivel_count_invalido;mov_ultimo_nivel_array_invalido;mov_1st_recebimento_cod;mov_1st_recebimento_descricao;mov_1st_recebimento_complemento;mov_1st_recebimento_dataHora;mov_1st_recebimento_ano;mov_1st_denuncia_queixa_cod;mov_1st_denuncia_queixa_dataHora;mov_1st_denuncia_queixa_ano;mov_1st_julgamento_cod;mov_1st_julgamento_descricao;mov_1st_julgamento_dataHora;mov_1st_julgamento_ano;mov_1st_tree_385_cod;mov_1st_tree_385_descricao;mov_1st_tree_385_dataHora;mov_1st_tree_385_ano;mov_1st_baixa_cod;mov_1st_baixa_descricao;mov_1st_baixa_dataHora;mov_1st_baixa_complemento;mov_1st_baixa_ano;mov_last_baixa_cod;mov_last_baixa_descricao;mov_last_baixa_dataHora;mov_last_baixa_complemento;mov_last_baixa_ano;mov_1st_execucao_iniciada_cod;mov_1st_execucao_iniciada_descricao;mov_1st_execucao_iniciada_dataHora;mov_1st_execucao_iniciada_complemento;mov_1st_execucao_iniciada_classe_anterior;mov_1st_execucao_iniciada_classe_nova;mov_1st_homolog_revog_cod;mov_1st_homolog_revog_descricao;mov_1st_homolog_revog_dataHora;mov_1st_homolog_revog_ano;mov_1st_conc_deneg_cod;mov_1st_conc_deneg_descricao;mov_1st_conc_deneg_dataHora;mov_1st_conc_deneg_ano;mov_1st_decreta_falencia_cod;mov_1st_decreta_falencia_descricao;mov_1st_decreta_falencia_dataHora;mov_1st_decreta_falencia_ano;mov_last_sobrestamento_cod;mov_last_sobrestamento_descricao;mov_last_sobrestamento_dataHora;mov_last_sobrestamento_ano;mov_last_dessobrestamento_cod;mov_last_dessobrestamento_descricao;mov_last_dessobrestamento_dataHora;mov_last_dessobrestamento_ano;mov_last_mov_cod;mov_last_mov_descricao;mov_last_mov_dataHora;mov_last_mov_ano;mov_Sent_count;mov_Sent_count_2018;mov_Sent_count_2019;mov_Sent_count_2020;mov_Sent_count_2021;mov_Sent_count_2022;mov_Sent_array_data;mov_Sent_homolog_count;mov_Sent_homolog_count_2018;mov_Sent_homolog_count_2019;mov_Sent_homolog_count_2020;mov_Sent_homolog_count_2021;mov_Sent_homolog_count_2022;mov_SentC_count;mov_SentC_count_2018;mov_SentC_count_2019;mov_SentC_count_2020;mov_SentC_count_2021;mov_SentC_count_2022;mov_SentC_array_data;mov_Liminar_count;mov_Liminar_count_2018;mov_Liminar_count_2019;mov_Liminar_count_2020;mov_Liminar_count_2021;mov_Liminar_count_2022;mov_Audiencia_count;mov_Audiencia_count_invalida;mov_AudConc_count;mov_AudConc_count_2018;mov_AudConc_count_2019;mov_AudConc_count_2020;mov_AudConc_count_2021;mov_AudConc_count_2022;mov_AudConc_array_data;mov_last_51_cod;mov_last_51_descricao;mov_last_51_dataHora;mov_last_julgamento_cod;mov_last_julgamento_descricao;mov_last_julgamento_dataHora;mov_1st_sessao_juri_cod;mov_1st_sessao_juri_descricao;mov_1st_sessao_juri_dataHora;mov_1st_sessao_juri_complemento;mov_1st_condenacao_procedente_cod;mov_1st_condenacao_procedente_descricao;mov_1st_condenacao_procedente_dataHora;mov_distribuicao_cancelada_flag;mov_remessa_count;mov_remessa_count_invalida;mov_mudanca_classe_count;mov_mudanca_classe_count_invalida;mov_mudanca_classe_codigos;mov_mudanca_classe_datas;mov_mudanca_classe_anteriores;mov_mudanca_classe_novas;mov_mudanca_classe_complementos;mov_suspencao_count;mov_suspencao_count_invalida;mov_suspencao_complementos;mov_medida_protetiva_count;mov_medida_protetiva_count_invalida;mov_medida_protetiva_complementos;mov_procedimento_restaurativo_count;mov_procedimento_restaurativo_count_invalido;mov_procedimento_restaurativo_complementos;mov_last_reativacao_cod;mov_last_reativacao_descricao;mov_last_reativacao_dataHora;classesProcessuais
processos-tjrr;TJRR_1707_G1_2783_00004966820068230045;TJRR82235202110151634327584697;TJRR;G1;True;1707;True;00004966820068230045;True;1;Justiça Estadual;10676, 10676, 10444;3;True;"";0;20050404000000;20050404000000;True;1634505595111;20211017181955;2783;True;1400456;True;0;1;True;2;True;10;9;9;9;0;0;0;M, F, F, F, F, M, F, M, M;1;0;0;0;0;5;3;2;2;0;0;1;F, M, M;2;0;0;0;0;0;0;0;0;0;774;0;"";334;0;0;"";0;61;0;0;"";26.0;"";['2:tipo_de_distribuicao_redistribuicao:2'];20060420092444;2006;"";"";"";219.0;"";20130228000000;2013;219.0;"";20130228000000;2013;123.0;"";20131003000000;18:motivo_da_remessa:38;2013.0;246.0;"";20190423154716;"";2019.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";60;"";20211012182407;2021;2;0;0;0;0;0;['20130228000000', '20160915000000'];0;0;0;0;0;0;2;0;0;0;0;0;['20130228000000', '20160915000000'];1;0;0;0;0;0;17;0;1;0;0;0;1;0;['20210419135417'];51.0;"";20210825091617;459.0;"";20160915000000;"";"";"";"";219.0;"";20130228000000;False;5;0;0;0;"";"";"";"";"";0;0;"";0;0;"";0;0;"";"";"";"";[1707]
processos-tjrr;TJRR_241_G1_2787_00005155720218230010;TJRR53439202110151634323346698;TJRR;G1;True;241;True;00005155720218230010;True;1;Justiça Estadual;7656;1;True;"";0;20210810000000;20210810000000;True;1634504347386;20211017175907;2787;True;1400100;True;1;1;True;2;True;2;2;2;2;0;0;0;M, F;0;0;0;0;0;1;1;0;0;0;0;1;M;0;0;0;0;0;0;0;0;0;0;8;0;"";2;0;0;"";0;1;0;0;"";981.0;"";[];20210810172511;2021;"";"";"";219.0;"";20210810172741;2021;219.0;"";20210810172741;2021;246.0;"";20210810172759;"";2021.0;246.0;"";20210810172759;"";2021.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";246;"";20210810172759;2021;1;0;0;0;1;0;['20210810172741'];0;0;0;0;0;0;1;0;0;0;1;0;['20210810172741'];0;0;0;0;0;0;2;0;0;0;0;0;0;0;[];"";"";"";219.0;"";20210810172741;"";"";"";"";219.0;"";20210810172741;False;0;0;0;0;"";"";"";"";"";0;0;"";0;0;"";0;0;"";"";"";"";[241]
processos-tjrr;TJRR_1682_G1_2787_00005233920188230010;TJRR22933202110151634327411485;TJRR;G1;True;1682;True;00005233920188230010;True;1;Justiça Estadual;10083;1;True;"";0;20180227000000;20180227000000;True;1634505557109;20211017181917;2787;True;1400100;True;1;1;True;2;True;1;1;0;0;0;0;0;M;0;0;0;0;0;1;0;0;0;0;0;0;"";0;0;0;0;1;0;0;0;0;0;8;0;"";3;0;0;"";0;1;0;0;"";26.0;"";['2:tipo_de_distribuicao_redistribuicao:2'];20180309101155;2018;"";"";"";219.0;"";20180227000000;2018;219.0;"";20180227000000;2018;22.0;"";20180313120332;"";2018.0;22.0;"";20180313120332;"";2018.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";11383;"";20180409102421;2018;1;1;0;0;0;0;['20180227000000'];0;0;0;0;0;0;1;1;0;0;0;0;['20180227000000'];0;0;0;0;0;0;2;0;0;0;0;0;0;0;[];"";"";"";219.0;"";20180227000000;"";"";"";"";219.0;"";20180227000000;False;0;0;0;0;"";"";"";"";"";0;0;"";0;0;"";0;0;"";"";"";"";[1682]
processos-tjrr;TJRR_305_G1_2783_00005502420128230045;TJRR54671202110151634327015295;TJRR;G1;True;305;True;00005502420128230045;True;1;Justiça Estadual;7928;1;True;"";0;20120712180758;20120712180758;True;1634505283681;20211017181443;2783;True;1400456;True;0;2;True;8;True;0;0;0;0;0;0;0;"";0;0;0;0;0;1;1;0;0;0;0;0;M;0;0;0;0;0;0;0;0;0;0;20;0;"";7;0;0;"";0;2;0;0;"";26.0;"";['2:tipo_de_distribuicao_redistribuicao:2'];20120712180758;2012;"";"";"";219.0;"";20160531000000;2016;219.0;"";20160531000000;2016;246.0;"";20120816000000;"";2012.0;22.0;"";20160531170714;"";2016.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";22;"";20160531170714;2016;1;0;0;0;0;0;['20160531000000'];0;0;0;0;0;0;1;0;0;0;0;0;['20160531000000'];0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];51.0;"";20160531000000;219.0;"";20160531000000;"";"";"";"";219.0;"";20160531000000;False;0;0;0;0;"";"";"";"";"";0;0;"";0;0;"";0;0;"";849.0;"";20160531163831;[305]
processos-tjrr;TJRR_1434_G1_2784_00005513220148230047;TJRR18589202110151634323426702;TJRR;G1;True;1434;True;00005513220148230047;True;2;Justiça Estadual;10688;1;True;"";0;20140710094827;20140710094827;True;1634504261128;20211017175741;2784;True;1400472;True;1;2;True;8;True;0;0;0;0;0;0;0;"";0;0;0;0;0;1;1;0;0;0;0;0;M;0;0;0;0;0;0;0;0;0;0;74;0;"";32;0;0;"";0;6;0;0;"";26.0;"";['2:tipo_de_distribuicao_redistribuicao:2'];20140710094827;2014;"";"";"";219.0;"";20151106000000;2015;219.0;"";20151106000000;2015;246.0;"";20160601000000;"";2016.0;22.0;"";20160601092858;"";2016.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";22;"";20160601092858;2016;1;0;0;0;0;0;['20151106000000'];0;0;0;0;0;0;1;0;0;0;0;0;['20151106000000'];0;0;0;0;0;0;7;0;0;0;0;0;0;0;[];51.0;"";20150924000000;219.0;"";20151106000000;"";"";"";"";219.0;"";20151106000000;False;0;0;0;0;"";"";"";"";"";0;0;"";0;0;"";0;0;"";"";"";"";[1434]
processos-tjrr;TJRR_1268_G1_2781_00005728920148230020;TJRR20689202110151634325652025;TJRR;G1;True;1268;True;00005728920148230020;True;1;Justiça Estadual;3472;1;True;"";0;20141013090153;20141013090153;True;1634504868449;20211017180748;2781;True;1400209;True;0;2;True;8;True;0;0;0;0;0;0;0;"";0;0;0;0;0;1;1;1;1;0;0;0;M;0;0;0;0;0;1;1;0;0;0;20;0;"";9;0;0;"";0;3;0;0;"";26.0;"";['2:tipo_de_distribuicao_redistribuicao:2'];20141013090153;2014;"";"";"";219.0;"";20150602000000;2015;219.0;"";20150602000000;2015;22.0;"";20150817132924;"";2015.0;22.0;"";20150817132924;"";2015.0;"";"";"";"";"";"";"";"";"";"";11423.0;"";20141112000000;2014;"";"";"";"";"";"";"";"";"";"";"";"";22;"";20150817132924;2015;1;0;0;0;0;0;['20150602000000'];0;0;0;0;0;0;1;0;0;0;0;0;['20150602000000'];0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];51.0;"";20150526000000;219.0;"";20150602000000;"";"";"";"";219.0;"";20150602000000;False;0;0;0;0;"";"";"";"";"";0;0;"";1;0;32:tipo_de_medida_protetiva:128 31:destinatario_de_medida_protetiva:124;0;0;"";"";"";"";[1268]
processos-tjrr;TJRR_1727_G1_2781_00005988720148230020;TJRR20689202110151634325652025;TJRR;G1;True;1727;True;00005988720148230020;True;1;Justiça Estadual;3402;1;True;"";0;20141029000000;20141029000000;True;1634504880309;20211017180800;2781;True;1400209;True;0;1;True;2;True;1;0;0;0;0;0;0;"";0;0;0;0;1;1;0;0;0;0;0;0;"";0;0;0;0;1;1;1;0;0;0;56;0;"";28;0;0;"";0;8;0;0;"";26.0;"";['2:tipo_de_distribuicao_redistribuicao:2'];20141029131530;2014;"";"";"";"";"";"";"";"";"";"";"";246.0;"";20171023125452;"";2017.0;246.0;"";20171023125452;"";2017.0;"";"";"";"";"";"";"";"";"";"";11423.0;"";20141106000000;2014;"";"";"";"";"";"";"";"";"";"";"";"";11383;"";20180823000000;2018;0;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;5;0;0;0;0;0;0;0;[];51.0;"";20170525000000;"";"";"";"";"";"";"";"";"";"";False;0;0;0;0;"";"";"";"";"";0;0;"";2;0;32:tipo_de_medida_protetiva:128 31:destinatario_de_medida_protetiva:124, 32:tipo_de_medida_protetiva:128 31:destinatario_de_medida_protetiva:124;0;0;"";"";"";"";[1727]
processos-tjrr;TJRR_1464_G1_2783_00006025420118230045;TJRR28766202110151634329225438;TJRR;G1;True;1464;True;00006025420118230045;True;1;Justiça Estadual;3386;1;True;"";0;20110805153728;20110805153728;True;1634505560979;20211017181920;2783;True;1400456;True;0;2;True;8;True;0;0;0;0;0;0;0;"";0;0;0;0;0;2;2;0;0;0;0;0;M, M;0;0;0;0;0;0;0;0;0;0;116;0;"";41;0;0;"";0;16;0;0;"";26.0;"";['2:tipo_de_distribuicao_redistribuicao:2'];20110805153728;2011;391.0;20120213000000;2012;11396.0;"";20150729000000;2015;11879.0;"";20160708000000;2016;246.0;"";20160802000000;"";2016.0;22.0;"";20160802075809;"";2016.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";22;"";20160802075809;2016;2;0;0;0;0;0;['20150729000000', '20160708000000'];0;0;0;0;0;0;2;0;0;0;0;0;['20150729000000', '20160708000000'];0;0;0;0;0;0;6;0;0;0;0;0;0;0;[];51.0;"";20160622000000;11879.0;"";20160708000000;"";"";"";"";"";"";"";False;0;0;0;0;"";"";"";"";"";0;0;"";0;0;"";0;0;"";"";"";"";[1464]
processos-tjrr;TJRR_241_G1_2787_00006108720218230010;TJRR42592202110151634320373368;TJRR;G1;True;241;True;00006108720218230010;True;1;Justiça Estadual;7656;1;True;"";0;20210702000000;20210702000000;True;1634503591646;20211017174631;2787;True;1400100;True;1;1;True;2;True;2;2;1;1;0;0;0;F, M;0;0;0;0;0;1;1;0;0;0;0;1;M;0;0;0;0;0;0;0;0;0;0;12;0;"";3;0;0;"";0;1;0;0;"";981.0;"";[];20210722103149;2021;"";"";"";466.0;"";20210722103349;2021;466.0;"";20210722103349;2021;246.0;"";20210722124849;"";2021.0;246.0;"";20210722124849;"";2021.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";11383;"";20210831140134;2021;1;0;0;0;1;0;['20210722103349'];1;0;0;0;1;0;1;0;0;0;1;0;['20210722103349'];0;0;0;0;0;0;2;0;0;0;0;0;0;0;[];"";"";"";466.0;"";20210722103349;"";"";"";"";"";"";"";False;0;0;0;0;"";"";"";"";"";0;0;"";0;0;"";0;0;"";"";"";"";[241]
processos-tjrr;TJRR_10933_G1_2784_00006275620148230047;TJRR40110202110151634329725918;TJRR;G1;True;10933;True;00006275620148230047;True;1;Justiça Estadual;9973;1;True;"";0;20140822102243;20140822102243;True;1634505377395;20211017181617;2784;True;1400472;True;1;2;True;8;True;2;2;2;2;0;0;0;F, M;0;0;0;0;0;0;0;0;0;0;0;0;"";0;0;0;0;0;0;0;0;0;0;71;0;"";36;0;0;"";0;9;0;0;"";26.0;"";['2:tipo_de_distribuicao_redistribuicao:2'];20140822102243;2014;"";"";"";219.0;"";20151211000000;2015;219.0;"";20151211000000;2015;22.0;"";20160225152007;"";2016.0;22.0;"";20160225152007;"";2016.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";22;"";20160225152007;2016;1;0;0;0;0;0;['20151211000000'];0;0;0;0;0;0;1;0;0;0;0;0;['20151211000000'];0;0;0;0;0;0;3;0;0;0;0;0;0;0;[];51.0;"";20151109000000;219.0;"";20151211000000;"";"";"";"";219.0;"";20151211000000;False;0;0;0;0;"";"";"";"";"";0;0;"";0;0;"";0;0;"";"";"";"";[10933]
processos-tjrr;TJRR_37_G1_2785_00006791320148230060;TJRR62575202110151634326006036;TJRR;G1;True;37;True;00006791320148230060;True;1;Justiça Estadual;7947;1;True;"";0;20141110164240;20141110164240;True;1634505265504;20211017181425;2785;True;1400605;True;0;2;True;8;True;1;1;1;1;0;0;1;F;0;0;0;0;0;1;0;0;0;0;0;0;"";1;1;1;0;0;0;0;0;0;0;35;0;"";18;0;0;"";0;4;0;0;"";26.0;"";['2:tipo_de_distribuicao_redistribuicao:2'];20141110164240;2014;"";"";"";458.0;"";20150312000000;2015;"";"";"";"";22.0;"";20160309091003;"";2016.0;22.0;"";20160309091003;"";2016.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";581;"";20160914000000;2016;1;0;0;0;0;0;['20150312000000'];0;0;0;0;0;0;1;0;0;0;0;0;['20150312000000'];0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];51.0;"";20150923000000;458.0;"";20150312000000;"";"";"";"";"";"";"";False;1;0;0;0;"";"";"";"";"";0;0;"";0;0;"";0;0;"";"";"";"";[37]
processos-tjrr;TJRR_1268_G1_13674_00006870920158230010;TJRR43925202110151634326624802;TJRR;G1;True;1268;True;00006870920158230010;True;1;Justiça Estadual;5560;1;True;"";0;20150306164908;20150306164908;True;1634505153017;20211017181233;13674;True;1400100;True;1;2;True;8;True;0;0;0;0;0;0;0;"";0;0;0;0;0;1;1;0;0;0;0;0;M;0;0;0;0;0;1;1;0;0;0;72;0;"";26;0;0;"";0;4;0;0;"";26.0;"";['2:tipo_de_distribuicao_redistribuicao:2'];20150306164908;2015;"";"";"";221.0;"";20160205000000;2016;221.0;"";20160205000000;2016;22.0;"";20160801090525;"";2016.0;22.0;"";20160801090525;"";2016.0;"";"";"";"";"";"";"";"";"";"";11424.0;"";20150526000000;2015;"";"";"";"";"";"";"";"";"";"";"";"";22;"";20160801090525;2016;1;0;0;0;0;0;['20160205000000'];0;0;0;0;0;0;1;0;0;0;0;0;['20160205000000'];0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];51.0;"";20160125000000;221.0;"";20160205000000;"";"";"";"";221.0;"";20160205000000;False;0;0;0;0;"";"";"";"";"";0;0;"";1;0;32:tipo_de_medida_protetiva:129 31:destinatario_de_medida_protetiva:124;0;0;"";"";"";"";[1268]
processos-tjrr;TJRR_279_G1_2784_00007502020158230047;TJRR94303202110151634322797702;TJRR;G1;True;279;True;00007502020158230047;True;1;Justiça Estadual;3620;1;True;"";0;20151125000000;20151125000000;True;1634505026229;20211017181026;2784;True;1400472;True;0;1;True;2;True;1;0;0;0;0;0;0;"";1;1;1;0;0;1;1;1;1;0;0;1;M;0;0;0;0;0;1;0;0;0;1;29;0;"";10;0;0;"";0;3;0;0;"";26.0;"";['2:tipo_de_distribuicao_redistribuicao:2'];20151125112005;2015;"";"";"";11878.0;"";20191127093031;2019;11878.0;"";20191127093031;2019;22.0;"";20191129130119;"";2019.0;246.0;"";20191211165143;"";2019.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";246;"";20191211165143;2019;1;0;1;0;0;0;['20191127093031'];0;0;0;0;0;0;1;0;1;0;0;0;['20191127093031'];0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];51.0;"";20191112164133;11878.0;"";20191127093031;"";"";"";"";"";"";"";False;2;0;0;0;"";"";"";"";"";0;0;"";0;0;"";0;0;"";"";"";"";[279]
processos-tjrr;TJRR_10943_G1_2781_00007613820128230020;TJRR91781202110151634322179245;TJRR;G1;True;10943;True;00007613820128230020;True;1;Justiça Estadual;3692;1;True;"";0;20121009103713;20121009103713;True;1634504204697;20211017175644;2781;True;1400209;True;0;2;True;8;True;0;0;0;0;0;0;0;"";0;0;0;0;0;1;1;0;0;0;0;0;M;0;0;0;0;0;1;1;0;0;0;75;0;"";42;0;0;"";0;9;0;0;"";26.0;"";['2:tipo_de_distribuicao_redistribuicao:2'];20121009103713;2012;391.0;20141114000000;2014;219.0;"";20121126000000;2012;219.0;"";20121126000000;2012;22.0;"";20161024101608;"";2016.0;22.0;"";20161024101608;"";2016.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";22;"";20161024101608;2016;2;0;0;0;0;0;['20121126000000', '20150805000000'];0;0;0;0;0;0;2;0;0;0;0;0;['20121126000000', '20150805000000'];0;0;0;0;0;0;4;0;0;0;0;0;0;0;[];51.0;"";20150326000000;461.0;"";20150805000000;"";"";"";"";219.0;"";20121126000000;False;15;0;0;0;"";"";"";"";"";0;0;"";0;0;"";0;0;"";"";"";"";[10943]
processos-tjrr;TJRR_98_G1_2785_00007744820118230060;TJRR44903202110151634320690060;TJRR;G1;True;98;True;00007744820118230060;True;1;Justiça Estadual;6214;1;True;"";0;20110601134448;20110601134448;True;1634503715453;20211017174835;2785;True;1400605;True;1;2;True;8;True;1;1;1;1;0;0;0;M;0;0;0;0;0;1;1;1;1;0;0;0;F;0;0;0;0;0;0;0;0;0;0;42;0;"";13;0;0;"";0;2;0;0;"";26.0;"";['2:tipo_de_distribuicao_redistribuicao:2'];20110601134448;2011;"";"";"";219.0;"";20110830000000;2011;219.0;"";20110830000000;2011;246.0;"";20120127000000;"";2012.0;22.0;"";20171016134127;"";2017.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";22;"";20171016134127;2017;1;0;0;0;0;0;['20110830000000'];0;0;0;0;0;0;1;0;0;0;0;0;['20110830000000'];0;0;0;0;0;0;4;0;0;0;0;0;0;0;[];51.0;"";20110616000000;219.0;"";20110830000000;"";"";"";"";219.0;"";20110830000000;False;0;0;0;0;"";"";"";"";"";0;0;"";0;0;"";0;0;"";849.0;"";20170927153935;[98]
processos-tjrr;TJRR_283_G1_2784_00007923520168230047;TJRR28927202110151634326232531;TJRR;G1;True;283;True;00007923520168230047;True;1;Justiça Estadual;3633;1;True;"";0;20161216000000;20161216000000;True;1634505219710;20211017181339;2784;True;1400472;True;0;1;True;2;True;1;0;0;0;0;0;0;"";0;0;0;0;1;1;1;1;1;0;0;0;M;0;0;0;0;0;1;0;0;0;1;122;0;"";61;0;0;"";0;8;0;0;"";26.0;"";['2:tipo_de_distribuicao_redistribuicao:2'];20161216131757;2016;391.0;20170308000000;2017;"";"";"";"";"";"";"";"";22.0;"";20170810083109;"";2017.0;246.0;"";20201019133534;"";2020.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";85;"";20201202122148;2020;0;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;4;0;0;0;0;0;0;0;[];51.0;"";20200826170036;"";"";"";"";"";"";"";"";"";"";False;7;0;0;0;"";"";"";"";"";0;0;"";0;0;"";0;0;"";"";"";"";[283]
processos-tjrr;TJRR_355_G1_2784_00008284820148230047;TJRR93550202110151634326883768;TJRR;G1;True;355;True;00008284820148230047;True;1;Justiça Estadual;5865;1;True;"";0;20141030115548;20141030115548;True;1634505007793;20211017181007;2784;True;1400472;True;0;2;True;8;True;0;0;0;0;0;0;0;"";0;0;0;0;0;1;1;1;1;0;0;0;M;0;0;0;0;0;0;0;0;0;0;9;0;"";6;0;0;"";0;0;0;0;"";26.0;"";['2:tipo_de_distribuicao_redistribuicao:2'];20141030115548;2014;"";"";"";"";"";"";"";"";"";"";"";22.0;"";20150126110311;"";2015.0;22.0;"";20150126110311;"";2015.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";22;"";20150126110311;2015;0;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;[];0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];"";"";"";"";"";"";"";"";"";"";"";"";"";False;0;0;0;0;"";"";"";"";"";0;0;"";0;0;"";0;0;"";"";"";"";[355]
processos-tjrr;TJRR_1727_G1_2785_00008446020148230060;TJRR99226202110151634329909766;TJRR;G1;True;1727;True;00008446020148230060;True;1;Justiça Estadual;3608;1;True;"";0;20141217144137;20141217144137;True;1634505722126;20211017182202;2785;True;1400605;True;0;2;True;8;True;0;0;0;0;0;0;0;"";0;0;0;0;0;1;1;0;0;0;0;1;M;0;0;0;0;0;0;0;0;0;0;13;0;"";5;0;0;"";0;1;0;0;"";132.0;"";[];20141217000000;2014;"";"";"";219.0;"";20141217000000;2014;219.0;"";20141217000000;2014;22.0;"";20150227105531;"";2015.0;22.0;"";20150227105531;"";2015.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";22;"";20150227105531;2015;1;0;0;0;0;0;['20141217000000'];0;0;0;0;0;0;1;0;0;0;0;0;['20141217000000'];0;0;0;0;0;0;0;0;0;0;0;0;0;0;[];51.0;"";20141217000000;219.0;"";20141217000000;"";"";"";"";219.0;"";20141217000000;False;1;0;0;0;"";"";"";"";"";0;0;"";0;0;"";0;0;"";"";"";"";[1727]
processos-tjrr;TJRR_7_G1_2787_00008675420178230010;TJRR26736202110151634323222797;TJRR;G1;True;7;True;00008675420178230010;True;1;Justiça Estadual;7664;1;True;"";0;20170210000000;20170210000000;True;1634504242904;20211017175722;2787;True;1400100;True;1;1;True;2;True;1;1;1;1;0;0;0;M;0;0;0;0;0;1;1;1;1;0;0;0;F;0;0;0;0;0;0;0;0;0;0;12;0;"";5;0;0;"";0;1;0;0;"";26.0;"";['2:tipo_de_distribuicao_redistribuicao:2'];20170306110356;2017;"";"";"";466.0;"";20170210000000;2017;466.0;"";20170210000000;2017;22.0;"";20170428104510;"";2017.0;22.0;"";20170428104510;"";2017.0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";11383;"";20190712100305;2019;1;0;0;0;0;0;['20170210000000'];1;0;0;0;0;0;1;0;0;0;0;0;['20170210000000'];0;0;0;0;0;0;2;0;0;0;0;0;0;0;[];"";"";"";466.0;"";20170210000000;"";"";"";"";"";"";"";False;0;0;0;0;"";"";"";"";"";0;0;"";0;0;"";0;0;"";"";"";"";[7]
